X,Y,OBJECTID,TYPE,OWNED_BY,DESCR,ADDRESS,CAPACITY,longitude,latitude,CreationDate,Creator,EditDate,Editor
-80.53439995399998,43.486148183000012,107,GROUND RACK,Private,Winston Churchill Public School,100 MILFORD AVE,10,-80.5343999539068,43.4861481826134,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.499095076999936,43.475031044000019,108,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4990950772634,43.4750310437876,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.499087667999959,43.475011108000018,109,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4990876675429,43.4750111081767,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.499121111999955,43.474988474000014,110,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4991211120598,43.4749884737496,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.499133435999966,43.475011309000024,111,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4991334361546,43.4750113086659,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.49916748399994,43.47499539,112,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4991674842053,43.4749953904908,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.499163692999957,43.474975951,113,GROUND RACK,Private,Bluevale Public School,80 BLUEVALE ST N,10,-80.4991636931166,43.4749759506645,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.593672378999941,43.471267957,114,GROUND RACK,Private,Sir John A. Macdonald,565 LAURELWOOD DR,10,-80.593672379309,43.4712679569438,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.593639080999935,43.471239777000022,115,GROUND RACK,Private,Sir John A. Macdonald,565 LAURELWOOD DR,10,-80.5936390813776,43.4712397766107,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.593606694999949,43.471212602,116,GROUND RACK,Private,Sir John A. Macdonald,565 LAURELWOOD DR,10,-80.5936066953529,43.4712126016911,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.53059684599998,43.47902643300003,117,GROUND RACK,Private,Waterloo Public School,300 HAZEL ST,10,-80.5305968458963,43.4790264333569,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.53061396399994,43.47904860700001,118,GROUND RACK,Private,Waterloo Public School,300 HAZEL ST,10,-80.5306139644369,43.479048606527,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.530642888999978,43.479084258000029,119,GROUND RACK,Private,Waterloo Public School,300 HAZEL ST,10,-80.5306428887775,43.4790842580939,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554164123999954,43.445180582,120,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541641243832,43.4451805822175,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554157490999955,43.44515827,121,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541574912111,43.4451582696348,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554151975999957,43.445138025,122,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541519761059,43.445138025213,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554146457999934,43.445118194,123,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541464579689,43.4451181940797,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554141498999968,43.44509919,124,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541414985333,43.4450991899249,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.554135988999974,43.445078121000023,125,GROUND RACK,Private,Holy Rosary Separate School,485 THORNDALE DR,12,-80.5541359894962,43.4450781207253,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505257279999967,43.509660709,126,RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.5052572797816,43.5096607090462,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505247947999976,43.509636897,127,RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.5052479483064,43.509636897403,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505237556999987,43.509609515000022,128,RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.5052375573274,43.5096095145841,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505223464999972,43.509668685,129,GROUND RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.5052234654462,43.5096686854761,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505215724999971,43.509650030000017,130,GROUND RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.5052157248851,43.5096500302551,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.505206929999986,43.509627211,131,GROUND RACK,Private,St. Luke Separate School,550 CHESAPEAKE DR,15,-80.505206929659,43.5096272113985,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.493658529999948,43.494950087,132,GROUND RACK,Private,St. Matthew Separate School,316 AUBURN DR,12,-80.4936585298498,43.4949500869515,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.493697140999984,43.494927945000029,133,GROUND RACK,Private,St. Matthew Separate School,316 AUBURN DR,12,-80.4936971409667,43.4949279452986,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.493747697999936,43.494899529,134,GROUND RACK,Private,St. Matthew Separate School,316 AUBURN DR,12,-80.4937476979109,43.4948995292096,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.493794131999948,43.494871760000024,135,GROUND RACK,Private,St. Matthew Separate School,316 AUBURN DR,12,-80.4937941319688,43.4948717602626,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.586607434999962,43.472219507,136,RING RACK,Private,St. Nicholas Separate School,525 LAURELWOOD DR,12,-80.5866074345774,43.4722195074099,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.586561407999966,43.472215266,137,RING RACK,Private,St. Nicholas Separate School,525 LAURELWOOD DR,12,-80.5865614084623,43.4722152656442,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.586587,43.472186519000019,138,RING RACK,Private,St. Nicholas Separate School,525 LAURELWOOD DR,12,-80.5865869995867,43.4721865190968,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.586616211999967,43.47219477500002,139,RING RACK,Private,St. Nicholas Separate School,525 LAURELWOOD DR,12,-80.5866162120468,43.4721947745292,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.553759923999962,43.492115456000022,140,GROUND RACK,Private,Sir Edgar Bauer Separate,670 GLEN FORREST BLVD,12,-80.5537599238792,43.4921154562623,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.553752078999935,43.492086082000014,141,GROUND RACK,Private,Sir Edgar Bauer Separate,670 GLEN FORREST BLVD,12,-80.553752078819,43.492086081538,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.553744245999951,43.492055029000028,142,GROUND RACK,Private,Sir Edgar Bauer Separate,670 GLEN FORREST BLVD,12,-80.5537442461175,43.4920550293606,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.553736397999955,43.492026213,143,GROUND RACK,Private,Sir Edgar Bauer Separate,670 GLEN FORREST BLVD,12,-80.5537363981988,43.4920262128903,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.553727419999973,43.491994319000014,144,GROUND RACK,Private,Sir Edgar Bauer Separate,670 GLEN FORREST BLVD,12,-80.5537274202699,43.491994318842,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.576386167999942,43.469094129000013,145,,Private,Laurelwood Public School,460 BRENTCLIFFE DR,42,-80.5763861676983,43.4690941286074,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.521820678999973,43.46402186100002,146,REPAIR STATION,City of Waterloo,Bike Repair Station - Uptown Parking Garage,60 KING ST S,0,-80.5218206790133,43.4640218607457,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520336891999989,43.463003109000027,147,REPAIR STATION,City of Waterloo,Air Pump Station - City Centre,100 REGINA ST S,0,-80.5203368916269,43.4630031090026,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.577001505999988,43.450808835,148,,Private,Edna Staebler Public School,405 BERNAY DR,140,-80.5770015058707,43.4508088350302,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.552630851999936,43.46098547500003,149,,Private,Centennial Public School,141 AMOS AVE,118,-80.5526308515359,43.4609854747834,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.546209070999964,43.460320500000023,150,,Private,Keatsway Public School,323 KEATS WAY,159,-80.5462090713678,43.4603204997628,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.525935837999953,43.470721944000019,151,,Private,MacGregor Public School,32 CENTRAL ST,40,-80.525935838311,43.4707219436253,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.550785531999963,43.487765327,152,,Private,Cedarbrae Public School,230 CEDARBRAE AVE,36,-80.5507855319728,43.4877653273246,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.561731190999978,43.489837530000017,153,,Private,N.A. MacEachern Public School,580 ROLLING HILLS DR,101,-80.5617311912984,43.4898375299744,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.571033882999984,43.474005241000015,154,INVERTED U,City of Waterloo,YMCA (Bearinger & Fischer Hallman),500 FISCHER-HALLMAN RD N,2,-80.5710338831636,43.4740052406943,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.519772714999988,43.460010057,155,RING RACK,City of Waterloo,Adult Recreation Centre 185 King St S),185 KING ST S,11,-80.5197727146917,43.4600100571577,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.538523314999964,43.494643133000011,156,POST AND RING,City of Waterloo,510 Dutton Dr,510 DUTTON DR,2,-80.5385233147042,43.4946431327517,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.52208133299996,43.463452681,157,INVERTED U,City of Waterloo,King St S - in front of Channers,95 KING ST S,2,-80.522081332581,43.4634526812514,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522105610999972,43.46345623800002,158,INVERTED U,City of Waterloo,King St S - in front of Channers,95 KING ST S,2,-80.5221056106789,43.463456237685,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522131140999988,43.463451162000013,159,INVERTED U,City of Waterloo,King St S - in front of Channers,95 KING ST S,2,-80.5221311410478,43.4634511623831,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522153180999965,43.463437869000018,160,INVERTED U,City of Waterloo,King St S - in front of Channers,95 KING ST S,2,-80.5221531808415,43.4634378686336,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523674682999967,43.462927852,161,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5236746826084,43.462927851922,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523528630999976,43.462992031000027,162,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5235286311775,43.4629920314811,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523400165999988,43.46304745,163,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5234001663011,43.4630474499949,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523274435999951,43.463097971000025,164,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5232744358079,43.4630979705965,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.523125694999976,43.463161157,165,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5231256952162,43.4631611569541,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.526836228999969,43.465466831000015,166,POST AND RING,City of Waterloo,Perimetre Institute,31 CAROLINE ST N,2,-80.5268362290534,43.4654668312468,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.526865332999989,43.465467667000013,167,POST AND RING,City of Waterloo,Perimetre Institute,31 CAROLINE ST N,2,-80.5268653334816,43.46546766662,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532305246999954,43.464759217000022,168,RING RACK,City of Waterloo,Waterloo Memorial Recreation Complex,101 FATHER DAVID BAUER DR,11,-80.5323052467311,43.464759216806,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532320170999981,43.46477500200001,169,RING RACK,City of Waterloo,Waterloo Memorial Recreation Complex,101 FATHER DAVID BAUER DR,11,-80.5323201711219,43.4647750021257,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532335047999936,43.464796981,170,RING RACK,City of Waterloo,Waterloo Memorial Recreation Complex,101 FATHER DAVID BAUER DR,11,-80.5323350477717,43.4647969813334,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.530061361999969,43.467249123000016,171,RING RACK,City of Waterloo,Check - Waterloo Park,0 SEAGRAM DR,11,-80.5300613618973,43.4672491232227,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.511636237999937,43.473818752000028,172,RING RACK,City of Waterloo,Moses Springer Community Centre,150 LINCOLN RD,11,-80.5116362377178,43.4738187515609,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.493201547999945,43.486042649000012,173,RING RACK,City of Waterloo,Check - Bechtel Park,185 BRIDGE ST,11,-80.4932015475162,43.4860426493528,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.545069045999981,43.489186661000019,174,RING RACK,City of Waterloo,Check - Albert McCormick Community Centre,500 PARKSIDE DR,11,-80.5450690457548,43.4891866609678,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.526771775999975,43.496219508000024,175,RACK,Private,Check - Conestoga Mall,550 KING ST N,,-80.5267717757239,43.496219507815,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520355019999954,43.461371375000027,176,POST AND RING,Private,Neighbourhood Credit Union - 168 King St S,168 KING ST S,2,-80.5203550197556,43.4613713748143,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.524370089999934,43.46614519000002,177,RING RACK,City of Waterloo,Waterloo Public Library,35 ALBERT ST,11,-80.5243700899209,43.4661451904076,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522543817999974,43.464029919000012,178,RING RACK,City of Waterloo,Waterloo Town Square,55 KING ST S,11,-80.5225438176293,43.4640299186053,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.521794742999987,43.464107688000013,179,LOCKER,City of Waterloo,Uptown Parking Garage - Parkade,60 KING ST S,2,-80.5217947430182,43.4641076879037,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.52180703199997,43.464106113000014,180,LOCKER,City of Waterloo,Uptown Parking Garage - Parkade,60 KING ST S,2,-80.52180703224,43.4641061131131,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520160995999959,43.463759814000014,181,RING RACK,City of Waterloo,City Centre Parking Lot (City Hall),100 REGINA ST S,11,-80.520160996295,43.4637598143874,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520356067999955,43.463022464,182,INVERTED U,City of Waterloo,City Centre (City Hall),100 REGINA ST S,2,-80.5203560676444,43.4630224641334,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520350798999971,43.46301585,183,INVERTED U,City of Waterloo,City Centre (City Hall),100 REGINA ST S,2,-80.5203507993808,43.4630158499566,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520344744999989,43.463009223000029,184,INVERTED U,City of Waterloo,City Centre (City Hall),100 REGINA ST S,2,-80.5203447449999,43.4630092234776,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.52254099299995,43.464019748000027,185,RING RACK,City of Waterloo,Waterloo Town Square,55 KING ST S,11,-80.5225409925821,43.4640197481128,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520629441999972,43.462550933000017,186,POST AND RING,Private,Region - Public Health and Social Services,99 REGINA ST S,2,-80.5206294420039,43.462550932976,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520631471999934,43.462541077000026,187,POST AND RING,Private,Region - Public Health and Social Services,99 REGINA ST S,2,-80.5206314718039,43.4625410772283,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520626618999984,43.462570571000015,188,POST AND RING,Private,Region - Public Health and Social Services,99 REGINA ST S,2,-80.5206266191594,43.4625705713181,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520632646999957,43.462531018000021,189,POST AND RING,Private,Region - Public Health and Social Services,99 REGINA ST S,2,-80.5206326465392,43.4625310179996,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.522951187999979,43.463244850000024,190,INVERTED U,City of Waterloo,North side of Willis Way,75 KING ST S,2,-80.5229511878033,43.4632448501627,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520772223999984,43.463626069000014,191,CORRAL,City of Waterloo,On-Street Corral on Regina St S (Opposite City Centre),87 REGINA ST S,6,-80.5207722243576,43.4636260690492,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.519222580999951,43.459232275,192,INVERTED U,City of Waterloo,On Caroline St S behind Bauer Buildings,150 CAROLINE ST S,2,-80.5192225808626,43.4592322748963,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.52097684499995,43.464329580000026,193,INVERTED U,City of Waterloo,Regina St S @ Hughes Lane (Button Factory),25 REGINA ST S,2,-80.5209768446239,43.4643295800997,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.520970557999988,43.46430774000001,194,INVERTED U,City of Waterloo,Regina St S @ Hughes Lane (Button Factory),25 REGINA ST S,2,-80.5209705578546,43.4643077398502,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.524093433999951,43.46474052100001,195,RING RACK,City of Waterloo,Erb St W @ Angies Kitchen,47 ERB ST W,11,-80.5240934338349,43.4647405214477,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.518991588999938,43.465315422,196,CORRAL,City of Waterloo,Laurel Creek Trail @ Erb Professional Centre,49 ERB ST E,6,-80.518991589218,43.4653154216038,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.58530394,43.471698370000013,197,RING RACK,City of Waterloo,Old Oak Park,505 LAURELWOOD DR,11,-80.5853039400535,43.4716983701765,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.528456676999951,43.466863001,198,CORRAL,City of Waterloo,Lions Lagoon,50 YOUNG ST W,6,-80.5284566770519,43.4668630014638,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.529572788999985,43.466876534000022,199,RING RACK,City of Waterloo,Waterloo Park Ice Cream Stand,50 YOUNG ST W,11,-80.5295727888835,43.4668765336205,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.502549818999967,43.493337489000027,200,RING RACK,City of Waterloo,Dunvegan Park,362 DUNVEGAN DR,11,-80.5025498194702,43.4933374891774,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.518661991999977,43.484325928,201,RING RACK,City of Waterloo,Hillside Park Facility,352 MARSLAND DR,11,-80.5186619916167,43.4843259276792,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.544866371999944,43.44737007,202,RING RACK,City of Waterloo,Warrington Park,397 WARRINGTON DR,11,-80.5448663715402,43.4473700701791,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.560399803999985,43.46072537,203,RING RACK,City of Waterloo,Regency Park,169 FISCHER-HALLMAN RD N,11,-80.5603998039959,43.4607253701642,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.561953480999989,43.49735413800002,204,CORRAL,City of Waterloo,Pinebrook Park,635 SPRUCEHURST CRES,6,-80.5619534812182,43.4973541383057,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.519202059999941,43.459221706000022,205,INVERTED U,City of Waterloo,On Caroline St S behind Bauer Buildings,150 CAROLINE ST S,2,-80.5192020598718,43.459221705753,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.519208248999973,43.459224829000021,206,INVERTED U,City of Waterloo,On Caroline St S behind Bauer Buildings,150 CAROLINE ST S,2,-80.5192082490522,43.4592248292718,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.519215737999957,43.459228911000025,207,INVERTED U,City of Waterloo,On Caroline St S behind Bauer Buildings,150 CAROLINE ST S,2,-80.5192157384471,43.459228910917,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532342791999952,43.464608025000018,208,INVERTED U,City of Waterloo,,101 FATHER DAVID BAUER DR,2,-80.5323427918468,43.4646080254204,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532354799999951,43.464614082000026,209,INVERTED U,City of Waterloo,,101 FATHER DAVID BAUER DR,2,-80.5323547995484,43.4646140822241,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.532366815999978,43.464618983,210,INVERTED U,City of Waterloo,,101 FATHER DAVID BAUER DR,2,-80.5323668161643,43.4646189829059,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.521805220999966,43.46267192900001,211,POST AND RING,City of Waterloo,King Street,95 KING ST S,2,-80.5218052206999,43.4626719292106,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.521593048999989,43.46280654100002,212,POST AND RING,City of Waterloo,King Street,100 KING ST S,2,-80.5215930490925,43.4628065408688,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.521637583999961,43.462965240000017,213,POST AND RING,City of Waterloo,King Street,98 KING ST S,2,-80.5216375835734,43.4629652396162,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
-80.52219607699999,43.465038419000024,214,POST AND RING,City of Waterloo,King Street,2 KING ST S,2,-80.5221960766304,43.4650384189008,2015-09-23T12:11:09.171Z,OpenData_Waterloo,2015-09-23T12:11:09.171Z,OpenData_Waterloo
